STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Reporter country,FLOW,Flow,PARTNER,Partner country,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,DNK,Denmark,Q,Quarterly,2023-Q1,,24634000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,SVN,Slovenia,Q,Quarterly,2023-Q1,,4015710267,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),IMP,Imports,USA,United States,Q,Quarterly,2023-Q1,,92717356418,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),IMP,Imports,IND,India,Q,Quarterly,2023-Q1,,17116763513,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,USA,United States,Q,Quarterly,2023-Q1,,153981109,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,ITA,Italy,Q,Quarterly,2023-Q1,,72014500,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,ESP,Spain,Q,Quarterly,2023-Q1,,14384018515,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,SVN,Slovenia,Q,Quarterly,2023-Q1,,52507000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,POL,Poland,Q,Quarterly,2023-Q1,,24027348039,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,ESP,Spain,Q,Quarterly,2023-Q1,,43396158,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,CHE,Switzerland,Q,Quarterly,2023-Q1,,1044969121,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,BEL,Belgium,Q,Quarterly,2023-Q1,,547872000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,BRA,Brazil,Q,Quarterly,2023-Q1,,55969791,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,BRA,Brazil,Q,Quarterly,2023-Q1,,347672000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,HUN,Hungary,Q,Quarterly,2023-Q1,,56503206,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,USA,United States,Q,Quarterly,2023-Q1,,120716212,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,LTU,Lithuania,Q,Quarterly,2023-Q1,,31013533,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,AUS,Australia,Q,Quarterly,2023-Q1,,1373946068,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,CAN,Canada,Q,Quarterly,2023-Q1,,11622752,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,NOR,Norway,Q,Quarterly,2023-Q1,,919292719,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,WLD,World,Q,Quarterly,2023-Q1,,6036131286,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,G-20,G20,Q,Quarterly,2023-Q1,,5777262828,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),EXP,Exports,ARG,Argentina,Q,Quarterly,2023-Q1,,2848047434,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,ZAF,South Africa,Q,Quarterly,2023-Q1,,157667083,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,NOR,Norway,Q,Quarterly,2023-Q1,,2866540692,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,IDN,Indonesia,Q,Quarterly,2023-Q1,,5057428,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,SWE,Sweden,Q,Quarterly,2023-Q1,,2291440916,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),IMP,Imports,ISR,Israel,Q,Quarterly,2023-Q1,,4511313689,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,OECD,OECD - Total,Q,Quarterly,2023-Q1,,1701746076,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,WLD,World,Q,Quarterly,2023-Q1,,24382060000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,NLD,Netherlands,Q,Quarterly,2023-Q1,,6518056357,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,GBR,United Kingdom,Q,Quarterly,2023-Q1,,21470171673,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,DNK,Denmark,Q,Quarterly,2023-Q1,,1762092095,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,EST,Estonia,Q,Quarterly,2023-Q1,,640982603,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,IRL,Ireland,Q,Quarterly,2023-Q1,,9692769,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,CZE,Czechia,Q,Quarterly,2023-Q1,,5761989282,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,DNK,Denmark,Q,Quarterly,2023-Q1,,190553242,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,CHN,China (People's Republic of),Q,Quarterly,2023-Q1,,13389742991,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,SVN,Slovenia,Q,Quarterly,2023-Q1,,11733885,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,ZAF,South Africa,Q,Quarterly,2023-Q1,,2143355375,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,BEL,Belgium,Q,Quarterly,2023-Q1,,2853288250,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,SWE,Sweden,Q,Quarterly,2023-Q1,,289704233,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,ISL,Iceland,Q,Quarterly,2023-Q1,,149361550,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,IMP,Imports,LUX,Luxembourg,Q,Quarterly,2023-Q1,,80172825,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,FRA,France,Q,Quarterly,2023-Q1,,5054557410,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,JPN,Japan,Q,Quarterly,2023-Q1,,32514512,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,EXP,Exports,USA,United States,Q,Quarterly,2023-Q1,,33147841137,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,ARG,Argentina,Q,Quarterly,2023-Q1,,189299951,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,IDN,Indonesia,Q,Quarterly,2023-Q1,,1479110668,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,EST,Estonia,Q,Quarterly,2023-Q1,,420167525,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,SAU,Saudi Arabia,Q,Quarterly,2023-Q1,,9395594,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,ESP,Spain,Q,Quarterly,2023-Q1,,558675000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,G-7,G7,Q,Quarterly,2023-Q1,,577112830,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,BRA,Brazil,Q,Quarterly,2023-Q1,,860773069,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,LUX,Luxembourg,Q,Quarterly,2023-Q1,,6890000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,FRA,France,Q,Quarterly,2023-Q1,,2494921155,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,SAU,Saudi Arabia,Q,Quarterly,2023-Q1,,401127153,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,GRC,Greece,Q,Quarterly,2023-Q1,,9863420,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,COL,Colombia,Q,Quarterly,2023-Q1,,9286000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,G-7,G7,Q,Quarterly,2023-Q1,,42321863550,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,IDN,Indonesia,Q,Quarterly,2023-Q1,,109546806,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,MEX,Mexico,Q,Quarterly,2023-Q1,,5750709,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,ZAF,South Africa,Q,Quarterly,2023-Q1,,1515069823,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,DEU,Germany,Q,Quarterly,2023-Q1,,729671370,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,IRL,Ireland,Q,Quarterly,2023-Q1,,635892120,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,LVA,Latvia,Q,Quarterly,2023-Q1,,15597328,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,NZL,New Zealand,Q,Quarterly,2023-Q1,,45242751,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,USA,United States,Q,Quarterly,2023-Q1,,16950001326,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,OECD,OECD - Total,Q,Quarterly,2023-Q1,,102490316895,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,CHE,Switzerland,Q,Quarterly,2023-Q1,,608609519,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,ESP,Spain,Q,Quarterly,2023-Q1,,80874142,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,BEL,Belgium,Q,Quarterly,2023-Q1,,568313000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,POL,Poland,Q,Quarterly,2023-Q1,,273448063,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,GBR,United Kingdom,Q,Quarterly,2023-Q1,,1630942764,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),EXP,Exports,CHN,China (People's Republic of),Q,Quarterly,2023-Q1,,60733799138,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,CAN,Canada,Q,Quarterly,2023-Q1,,105887127,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,IMP,Imports,EST,Estonia,Q,Quarterly,2023-Q1,,34878606,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,NOR,Norway,Q,Quarterly,2023-Q1,,799732016,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,IRL,Ireland,Q,Quarterly,2023-Q1,,11385741,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,WLD,World,Q,Quarterly,2023-Q1,,435890064594,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),IMP,Imports,JPN,Japan,Q,Quarterly,2023-Q1,,19446185902,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,IMP,Imports,CHN,China (People's Republic of),Q,Quarterly,2023-Q1,,5239807811,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,CZE,Czechia,Q,Quarterly,2023-Q1,,303635000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,ISR,Israel,Q,Quarterly,2023-Q1,,328260872,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,SAU,Saudi Arabia,Q,Quarterly,2023-Q1,,529505557,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,MEX,Mexico,Q,Quarterly,2023-Q1,,243774663,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,G-7,G7,Q,Quarterly,2023-Q1,,31771422567,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,CHE,Switzerland,Q,Quarterly,2023-Q1,,3057781590,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,SVK,Slovak Republic,Q,Quarterly,2023-Q1,,3747000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,PRT,Portugal,Q,Quarterly,2023-Q1,,121259000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,SVN,Slovenia,Q,Quarterly,2023-Q1,,51533776,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,G-20,G20,Q,Quarterly,2023-Q1,,22307337337,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,EST,Estonia,Q,Quarterly,2023-Q1,,26965888,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,LTU,Lithuania,Q,Quarterly,2023-Q1,,934395093,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,IDN,Indonesia,Q,Quarterly,2023-Q1,,502566183,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,BEL,Belgium,Q,Quarterly,2023-Q1,,804674126,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),IMP,Imports,CAN,Canada,Q,Quarterly,2023-Q1,,7058916868,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,JPN,Japan,Q,Quarterly,2023-Q1,,35786274,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,GBR,United Kingdom,Q,Quarterly,2023-Q1,,253525849,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,ISR,Israel,Q,Quarterly,2023-Q1,,370184365,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,ISR,Israel,Q,Quarterly,2023-Q1,,84943957,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,DEU,Germany,Q,Quarterly,2023-Q1,,644666668,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,FIN,Finland,Q,Quarterly,2023-Q1,,573628696,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,CHN,China (People's Republic of),Q,Quarterly,2023-Q1,,15826513744,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,USA,United States,Q,Quarterly,2023-Q1,,53067404,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,SWE,Sweden,Q,Quarterly,2023-Q1,,5258370886,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,GRC,Greece,Q,Quarterly,2023-Q1,,221324134,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,JPN,Japan,Q,Quarterly,2023-Q1,,14516278,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,CRI,Costa Rica,Q,Quarterly,2023-Q1,,33296205,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,BEL,Belgium,Q,Quarterly,2023-Q1,,666624053,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,MEX,Mexico,Q,Quarterly,2023-Q1,,456983654,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),EXP,Exports,RUS,Russia,Q,Quarterly,2023-Q1,,12271418251,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,NLD,Netherlands,Q,Quarterly,2023-Q1,,228267570,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,ZAF,South Africa,Q,Quarterly,2023-Q1,,8931029,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,IMP,Imports,NOR,Norway,Q,Quarterly,2023-Q1,,158350526,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,PRT,Portugal,Q,Quarterly,2023-Q1,,1208711968,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,FRA,France,Q,Quarterly,2023-Q1,,112844360,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,ISL,Iceland,Q,Quarterly,2023-Q1,,9022985,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,CHL,Chile,Q,Quarterly,2023-Q1,,46439259,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,IMP,Imports,CRI,Costa Rica,Q,Quarterly,2023-Q1,,41732877,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,EST,Estonia,Q,Quarterly,2023-Q1,,64207901,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,FIN,Finland,Q,Quarterly,2023-Q1,,524420289,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,EST,Estonia,Q,Quarterly,2023-Q1,,498044792,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,ITA,Italy,Q,Quarterly,2023-Q1,,4014316418,,A,,USD,US Dollar,0,Units,,
