STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Reporter country,FLOW,Flow,PARTNER,Partner country,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,CHN,China (People's Republic of),Q,Quarterly,2023-Q1,,44476588439,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,FRA,France,Q,Quarterly,2023-Q1,,9257354852,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,ISL,Iceland,Q,Quarterly,2023-Q1,,4057160,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,HUN,Hungary,Q,Quarterly,2023-Q1,,8799997488,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,BEL,Belgium,Q,Quarterly,2023-Q1,,528146081,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,FRA,France,Q,Quarterly,2023-Q1,,64661537,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,CAN,Canada,Q,Quarterly,2023-Q1,,6488854,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,JPN,Japan,Q,Quarterly,2023-Q1,,169144964,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,NOR,Norway,Q,Quarterly,2023-Q1,,828374237,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,IDN,Indonesia,Q,Quarterly,2023-Q1,,5002367,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,ZAF,South Africa,Q,Quarterly,2023-Q1,,493298560,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,USA,United States,Q,Quarterly,2023-Q1,,42794519335,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,CHL,Chile,Q,Quarterly,2023-Q1,,214354461,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,HUN,Hungary,Q,Quarterly,2023-Q1,,10136340996,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,SVK,Slovak Republic,Q,Quarterly,2023-Q1,,192514713,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,ARG,Argentina,Q,Quarterly,2023-Q1,,37995000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,GRC,Greece,Q,Quarterly,2023-Q1,,216736802,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),IMP,Imports,ZAF,South Africa,Q,Quarterly,2023-Q1,,6651681290,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,MEX,Mexico,Q,Quarterly,2023-Q1,,573439411,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,SVN,Slovenia,Q,Quarterly,2023-Q1,,1995595610,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,PRT,Portugal,Q,Quarterly,2023-Q1,,8301513,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,EXP,Exports,GBR,United Kingdom,Q,Quarterly,2023-Q1,,2926607625,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,AUS,Australia,Q,Quarterly,2023-Q1,,20904660617,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,NLD,Netherlands,Q,Quarterly,2023-Q1,,30630916562,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,BRA,Brazil,Q,Quarterly,2023-Q1,,129090000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,WLD,World,Q,Quarterly,2023-Q1,,1707718093,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,EXP,Exports,FRA,France,Q,Quarterly,2023-Q1,,1698219579,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,OECD,OECD - Total,Q,Quarterly,2023-Q1,,267393473907,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,IMP,Imports,IDN,Indonesia,Q,Quarterly,2023-Q1,,1092086141,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,IRL,Ireland,Q,Quarterly,2023-Q1,,457228280,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,AUS,Australia,Q,Quarterly,2023-Q1,,10298003,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,IDN,Indonesia,Q,Quarterly,2023-Q1,,7929000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,BRA,Brazil,Q,Quarterly,2023-Q1,,5132180,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,IND,India,Q,Quarterly,2023-Q1,,1541768845,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,USA,United States,Q,Quarterly,2023-Q1,,4390199000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,DNK,Denmark,Q,Quarterly,2023-Q1,,6002711836,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,FRA,France,Q,Quarterly,2023-Q1,,711710752,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,EST,Estonia,Q,Quarterly,2023-Q1,,19542329,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,ISR,Israel,Q,Quarterly,2023-Q1,,5710024,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,NLD,Netherlands,Q,Quarterly,2023-Q1,,631647584,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,PRT,Portugal,Q,Quarterly,2023-Q1,,267970349,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,LUX,Luxembourg,Q,Quarterly,2023-Q1,,1051171,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,COL,Colombia,Q,Quarterly,2023-Q1,,12231958,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,HUN,Hungary,Q,Quarterly,2023-Q1,,46239726,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,TUR,Türkiye,Q,Quarterly,2023-Q1,,3679588007,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,PRT,Portugal,Q,Quarterly,2023-Q1,,2227719250,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,CRI,Costa Rica,Q,Quarterly,2023-Q1,,95671989,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,GBR,United Kingdom,Q,Quarterly,2023-Q1,,10363954157,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,AUT,Austria,Q,Quarterly,2023-Q1,,24255000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,GBR,United Kingdom,Q,Quarterly,2023-Q1,,2989488609,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,FIN,Finland,Q,Quarterly,2023-Q1,,24851391,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,SWE,Sweden,Q,Quarterly,2023-Q1,,12383506,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,EXP,Exports,BEL,Belgium,Q,Quarterly,2023-Q1,,62602155,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,ZAF,South Africa,Q,Quarterly,2023-Q1,,2777719558,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,IRL,Ireland,Q,Quarterly,2023-Q1,,1346845573,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,SWE,Sweden,Q,Quarterly,2023-Q1,,2866978553,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,LTU,Lithuania,Q,Quarterly,2023-Q1,,16136019,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,COL,Colombia,Q,Quarterly,2023-Q1,,583532064,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,NZL,New Zealand,Q,Quarterly,2023-Q1,,391249,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,GRC,Greece,Q,Quarterly,2023-Q1,,427311319,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,AUS,Australia,Q,Quarterly,2023-Q1,,2391901,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,EXP,Exports,IND,India,Q,Quarterly,2023-Q1,,626468,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,JPN,Japan,Q,Quarterly,2023-Q1,,7252576,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,WLD,World,Q,Quarterly,2023-Q1,,85861492484,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,USA,United States,Q,Quarterly,2023-Q1,,2635250697,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,EXP,Exports,HUN,Hungary,Q,Quarterly,2023-Q1,,336872573,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,JPN,Japan,Q,Quarterly,2023-Q1,,7326941662,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,TUR,Türkiye,Q,Quarterly,2023-Q1,,350648266,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,SVK,Slovak Republic,Q,Quarterly,2023-Q1,,121937868,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,SVN,Slovenia,Q,Quarterly,2023-Q1,,24429521,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,EXP,Exports,JPN,Japan,Q,Quarterly,2023-Q1,,281636000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,EXP,Exports,PRT,Portugal,Q,Quarterly,2023-Q1,,137769324,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CHE,Switzerland,IMP,Imports,AUS,Australia,Q,Quarterly,2023-Q1,,1279451474,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,NZL,New Zealand,Q,Quarterly,2023-Q1,,10259745,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,IND,India,Q,Quarterly,2023-Q1,,23499474,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,BEL,Belgium,Q,Quarterly,2023-Q1,,4999866435,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,IMP,Imports,IDN,Indonesia,Q,Quarterly,2023-Q1,,730259867,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,CHL,Chile,Q,Quarterly,2023-Q1,,785700422,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,LVA,Latvia,IMP,Imports,CHN,China (People's Republic of),Q,Quarterly,2023-Q1,,247157908,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,SVN,Slovenia,Q,Quarterly,2023-Q1,,8515140,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,IRL,Ireland,Q,Quarterly,2023-Q1,,151808154,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,CHE,Switzerland,Q,Quarterly,2023-Q1,,383760000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,NOR,Norway,Q,Quarterly,2023-Q1,,400102738,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,LTU,Lithuania,Q,Quarterly,2023-Q1,,638381566,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,ITA,Italy,Q,Quarterly,2023-Q1,,3001920740,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,ARG,Argentina,Q,Quarterly,2023-Q1,,2002634,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,TUR,Türkiye,Q,Quarterly,2023-Q1,,60419898,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,CAN,Canada,Q,Quarterly,2023-Q1,,1855698032,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,FRA,France,Q,Quarterly,2023-Q1,,795680467,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,JPN,Japan,Q,Quarterly,2023-Q1,,5795825402,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,SAU,Saudi Arabia,Q,Quarterly,2023-Q1,,2247970026,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,DNK,Denmark,Q,Quarterly,2023-Q1,,2324966325,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,EXP,Exports,LTU,Lithuania,Q,Quarterly,2023-Q1,,21880979,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,G-20,G20,Q,Quarterly,2023-Q1,,79989932279,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,ISR,Israel,Q,Quarterly,2023-Q1,,45472347,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,ISR,Israel,Q,Quarterly,2023-Q1,,1415000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,FIN,Finland,Q,Quarterly,2023-Q1,,3263050158,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,GBR,United Kingdom,EXP,Exports,EST,Estonia,Q,Quarterly,2023-Q1,,103338889,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,ITA,Italy,Q,Quarterly,2023-Q1,,2693359741,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,ESP,Spain,Q,Quarterly,2023-Q1,,597557750,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,G-20,G20,Q,Quarterly,2023-Q1,,150183900279,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,IND,India,Q,Quarterly,2023-Q1,,835360497,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,NZL,New Zealand,Q,Quarterly,2023-Q1,,1007527,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,IMP,Imports,COL,Colombia,Q,Quarterly,2023-Q1,,310343167,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,JPN,Japan,IMP,Imports,SWE,Sweden,Q,Quarterly,2023-Q1,,769071156,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,EXP,Exports,COL,Colombia,Q,Quarterly,2023-Q1,,612465,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,IMP,Imports,ARG,Argentina,Q,Quarterly,2023-Q1,,226166677,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,IND,India,Q,Quarterly,2023-Q1,,349361134,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,ISL,Iceland,Q,Quarterly,2023-Q1,,10309116,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,BEL,Belgium,Q,Quarterly,2023-Q1,,2243343814,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,CZE,Czechia,Q,Quarterly,2023-Q1,,2773466085,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,EXP,Exports,SVN,Slovenia,Q,Quarterly,2023-Q1,,351421060,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,IMP,Imports,KOR,Korea,Q,Quarterly,2023-Q1,,239650149,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EU28,European Union (28 countries),IMP,Imports,WLD,World,Q,Quarterly,2023-Q1,,706544872990,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,AUT,Austria,Q,Quarterly,2023-Q1,,21594201742,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,IDN,Indonesia,Q,Quarterly,2023-Q1,,51314098,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,LUX,Luxembourg,Q,Quarterly,2023-Q1,,13747843,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,CAN,Canada,EXP,Exports,USA,United States,Q,Quarterly,2023-Q1,,110278556423,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,DEU,Germany,EXP,Exports,G-7,G7,Q,Quarterly,2023-Q1,,131251899297,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISL,Iceland,IMP,Imports,BEL,Belgium,Q,Quarterly,2023-Q1,,33265935,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,GRC,Greece,Q,Quarterly,2023-Q1,,8445890,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,POL,Poland,IMP,Imports,HUN,Hungary,Q,Quarterly,2023-Q1,,1370145811,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,EST,Estonia,IMP,Imports,LTU,Lithuania,Q,Quarterly,2023-Q1,,352214430,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,ISR,Israel,IMP,Imports,IDN,Indonesia,Q,Quarterly,2023-Q1,,71181000,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_QITS(1.0),Quarterly International Trade Statistics (by partner country),I,NOR,Norway,EXP,Exports,JPN,Japan,Q,Quarterly,2023-Q1,,243888728,,A,,USD,US Dollar,0,Units,,
