ingredient_name	ingredient_category	compound_name
spearmint	herb	phenethyl_isovalerate
spearmint	herb	pulegone
spearmint	herb	thujan-4-ol
spearmint	herb	verbenol
spearmint_oil	plant derivative	1-octanol
spearmint_oil	plant derivative	1-octen-3-yl_acetate
spearmint_oil	plant derivative	1-p-menthen-9-yl_acetate
spearmint_oil	plant derivative	1-penten-3-ol
spearmint_oil	plant derivative	2-ethylfuran
spearmint_oil	plant derivative	2-methylbutyl-2-methyl_butyrate
spearmint_oil	plant derivative	2-methylbutyraldehyde
spearmint_oil	plant derivative	2-methylbutyric_acid
spearmint_oil	plant derivative	3-decanol
spearmint_oil	plant derivative	3-heptanone
spearmint_oil	plant derivative	3-hexen-1-ol
spearmint_oil	plant derivative	3-hexenyl_phenylacetate
spearmint_oil	plant derivative	3-methylbutyraldehyde
spearmint_oil	plant derivative	3-octanol
spearmint_oil	plant derivative	3-octyl_acetate
spearmint_oil	plant derivative	4,5,6,7-tetrahydro-3,6-dimethylbenzofuran
spearmint_oil	plant derivative	b-ionone
spearmint_oil	plant derivative	carvyl_acetate
spearmint_oil	plant derivative	cis-3-hexen-1-yl_acetate
spearmint_oil	plant derivative	dihydrocarveol
spearmint_oil	plant derivative	ethyl_isobutyrate
spearmint_oil	plant derivative	hexyl_2-methylbutyrate
spearmint_oil	plant derivative	hexyl_phenylacetate
spearmint_oil	plant derivative	isobutyl_alcohol
spearmint_oil	plant derivative	isobutyraldehyde
spearmint_oil	plant derivative	jasmone
spearmint_oil	plant derivative	methyl-2-methylbutyrate
spearmint_oil	plant derivative	n-octanal
spearmint_oil	plant derivative	nerolidol
spearmint_oil	plant derivative	o-cresol
spearmint_oil	plant derivative	octanoic_acid
spearmint_oil	plant derivative	p-cymene
spearmint_oil	plant derivative	p-menth-8-en-2-one
spearmint_oil	plant derivative	p-mentha-1,8-dien-7-al
spearmint_oil	plant derivative	p-menthan-2-one
spearmint_oil	plant derivative	phenethyl_isovalerate
spearmint_oil	plant derivative	pulegone
spearmint_oil	plant derivative	thujan-4-ol
spearmint_oil	plant derivative	verbenol
spearmint_scotch_oil	plant derivative	dihydrocarveol
sperm_whale_oil	fish/seafood	myristic_acid
spermaceti_oil	plant derivative	1-hexadecanol
sphaeranthus_indicus_oil	plant derivative	a-ionone
spike	plant	borneol
spike	plant	geraniol
spike	plant	hexyl_alcohol
spike_oil	plant derivative	borneol
spirea_ulmaria_oil	plant derivative	piperonal
split_pea	vegetable	1-methylnaphthalene
squash	vegetable	trans-2-nonen-1-ol
squid	fish/seafood	1-pyrroline
squid	fish/seafood	2,3,5-trimethylpyrazine
squid	fish/seafood	2,3-dimethylpyrazine
squid	fish/seafood	2-acetyl-5-methylfuran
squid	fish/seafood	2-methylbutyraldehyde
squid	fish/seafood	2-methylpyrazine
squid	fish/seafood	3-ethyl-2,6-dimethylpyrazine
squid	fish/seafood	3-ethylpyridine
squid	fish/seafood	dimethyl_trisulfide
squid	fish/seafood	hydrogen_sulfide
squid	fish/seafood	indole
squid	fish/seafood	methyl_disulfide
squid	fish/seafood	methyl_mercaptan
squid	fish/seafood	myristic_acid
squid	fish/seafood	phenol
squid	fish/seafood	pyridine
squid	fish/seafood	pyrrole
squid	fish/seafood	skatole
squid	fish/seafood	trimethylamine
star_anise	spice	1-(p-methoxyphenyl)-2-propanone
star_anise	spice	a-phellandrene
star_anise	spice	acetanisole
star_anise	spice	alpha-terpineol
star_anise	spice	anisyl_alcohol
star_anise	spice	bisabolene
star_anise	spice	cinnamyl_acetate
star_anise	spice	estragole
star_anise	spice	eucalyptol
star_anise	spice	methyl_anisate
star_anise	spice	p-cymene
star_anise	spice	p-methoxybenzaldehyde
star_anise	spice	trans-anethole
star_anise_oil	plant derivative	alpha-terpineol
star_anise_oil	plant derivative	eucalyptol
starch	plant derivative	beta-cyclodextrin
starch	plant derivative	dihydroxyacetone
starfruit	fruit	(+/?)_heptan-3-yl_butyrate
starfruit	fruit	(d-,_l-,_dl-,_meso)_tartaric_acid
starfruit	fruit	(e)-2-hexenyl_hexanoate
starfruit	fruit	(z)-3_&amp;_(e)-2-hexenyl_propionate_(mixture)
starfruit	fruit	1-hexadecanol
starfruit	fruit	1-methylnaphthalene
starfruit	fruit	1-octanol
starfruit	fruit	1-octen-3-ol
starfruit	fruit	1-penten-3-ol
starfruit	fruit	2-hexenal
starfruit	fruit	2-methoxy-4-vinylphenol
starfruit	fruit	2-methyl-3-(p-isopropylphenyl)-propionaldehyde
starfruit	fruit	2-pentanol
starfruit	fruit	2-pentanone
starfruit	fruit	3-hexen-1-ol
starfruit	fruit	3-hydroxy-2-pentanone
starfruit	fruit	3-methyl-1-pentanol
starfruit	fruit	3-methylbutyraldehyde
starfruit	fruit	4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one
starfruit	fruit	5-methylfurfural
starfruit	fruit	6,10-dimethyl-5,9-undecadien-2-one
starfruit	fruit	6-methyl-5-hepten-2-one
starfruit	fruit	9,12-octadecadienoic_acid_(48%)_plus_9,12,15-octadeca-_trienoinc_acid_(52%)_(methyl_esters)
starfruit	fruit	alpha-terpineol
starfruit	fruit	b-ionol
starfruit	fruit	b-ionone
starfruit	fruit	b-pinene
starfruit	fruit	carvyl_acetate
starfruit	fruit	cinnamic_acid
starfruit	fruit	cis-3-hexen-1-yl_acetate
starfruit	fruit	cis-3-hexenal
starfruit	fruit	cis-3-hexenyl_benzoate
starfruit	fruit	cis-3-hexenyl_butyrate
starfruit	fruit	cis-3-hexenyl_hexanoate
starfruit	fruit	d,l-valine
starfruit	fruit	d-piperitone
starfruit	fruit	d-undecalactone
starfruit	fruit	dihydro-b-ionone
starfruit	fruit	dimethyl_succinate
starfruit	fruit	ethyl_anthranilate
starfruit	fruit	ethyl_p-anisate
starfruit	fruit	ethyl_sorbate
starfruit	fruit	ethyl_tiglate
starfruit	fruit	ethyl_trans-2-octenoate
starfruit	fruit	g-hexalactone
starfruit	fruit	g-nonalactone
starfruit	fruit	g-undecalactone
starfruit	fruit	geraniol
starfruit	fruit	heptyl_butyrate
starfruit	fruit	hexyl_acetate
starfruit	fruit	hexyl_alcohol
starfruit	fruit	hexyl_butyrate
starfruit	fruit	hexyl_hexanoate
starfruit	fruit	hexyl_isobutyrate
starfruit	fruit	hydroxynonanoic_acid,_d-lactone
starfruit	fruit	isobutyl_acetate
starfruit	fruit	isobutyl_alcohol
starfruit	fruit	isophorone
starfruit	fruit	isopropyl_hexanoate
starfruit	fruit	isopropyl_myristate
starfruit	fruit	isovaleric_acid
starfruit	fruit	lauric_acid
starfruit	fruit	menthone
starfruit	fruit	methyl-2-methylbutyrate
starfruit	fruit	methyl-3-methylthiopropionate
starfruit	fruit	methyl-cis-4-octenoate
starfruit	fruit	methyl-n-methylanthranilate
starfruit	fruit	methyl_anisate
starfruit	fruit	methyl_anthranilate
starfruit	fruit	methyl_benzoate
starfruit	fruit	methyl_butyrate
starfruit	fruit	methyl_cinnamate
starfruit	fruit	methyl_heptanoate
starfruit	fruit	methyl_hexanoate
starfruit	fruit	methyl_isobutyrate
starfruit	fruit	methyl_nonanoate
starfruit	fruit	methyl_octanoate
starfruit	fruit	methyl_phenylacetate
starfruit	fruit	methyl_propionate
starfruit	fruit	methyl_sorbate
starfruit	fruit	methyl_sulfide
starfruit	fruit	methyl_valerate
starfruit	fruit	myristic_acid
starfruit	fruit	n-nonanal
starfruit	fruit	n-octanal
starfruit	fruit	n-propyl_hexanoate
starfruit	fruit	n-valeraldehyde
starfruit	fruit	nonanoic_acid
starfruit	fruit	nonyl_alcohol
starfruit	fruit	o-methylanisole
starfruit	fruit	p-isopropylacetophenone
starfruit	fruit	p-mentha-1,3-diene
starfruit	fruit	p-mentha-1,4-diene
starfruit	fruit	p-menthan-2-one
starfruit	fruit	p-methylanisole
starfruit	fruit	p-vinylphenol
starfruit	fruit	palmitic_acid
starfruit	fruit	phenethyl_acetate
starfruit	fruit	phenethyl_alcohol
starfruit	fruit	phenylacetic_acid
starfruit	fruit	phosphoric_acid
starfruit	fruit	propyl_acetate
starfruit	fruit	sulfur_dioxide
starfruit	fruit	trans-2-hexenoic_acid
starfruit	fruit	undecanal
starfruit	fruit	valeric_acid
stirlingia_latifolia	plant	acetophenone
storax	plant derivative	3-phenyl-1-propanol
strawberry	fruit	(+/?)_2-methyl-1-butanol
strawberry	fruit	(+/?)_heptan-3-yl_butyrate
strawberry	fruit	(d-,_l-,_dl-,_meso)_tartaric_acid
strawberry	fruit	(e)-2-hexenyl_hexanoate
strawberry	fruit	1,1-dimethoxyethane
strawberry	fruit	1-methylnaphthalene
strawberry	fruit	1-octanol
strawberry	fruit	1-octen-3-ol
strawberry	fruit	1-penten-3-ol
strawberry	fruit	2,5-dimethyl-4-methoxy-3(2h)-furanone
strawberry	fruit	2-ethyl-1-hexanol
strawberry	fruit	2-heptanol
strawberry	fruit	2-heptanone
strawberry	fruit	2-heptenal
strawberry	fruit	2-hexenal
strawberry	fruit	2-methoxy-4-vinylphenol
strawberry	fruit	2-methyl-3-pentenoic_acid
strawberry	fruit	2-methylbutyl_acetate
strawberry	fruit	2-methylbutyraldehyde
strawberry	fruit	2-methylbutyric_acid
strawberry	fruit	2-methyltetrahydrothiophen-3-one
strawberry	fruit	2-nonanol
strawberry	fruit	2-nonanone
strawberry	fruit	2-octanone
strawberry	fruit	2-octenal
strawberry	fruit	2-pentadecanone
strawberry	fruit	2-pentanol
strawberry	fruit	2-pentanone
strawberry	fruit	2-pentenal
strawberry	fruit	2-pentyl_acetate
strawberry	fruit	2-pentyl_butyrate
strawberry	fruit	2-pentylfuran
strawberry	fruit	2-trans,_4-trans-decadienal
strawberry	fruit	3-carene
strawberry	fruit	3-hexen-1-ol
strawberry	fruit	3-methyl-1-pentanol
strawberry	fruit	3-methyl-2-butanol
strawberry	fruit	3-methylbutyl_2-methylbutanoate
strawberry	fruit	3-methylbutyraldehyde
strawberry	fruit	3-octanol
strawberry	fruit	3-penten-2-one
strawberry	fruit	3-phenyl-1-propanol
strawberry	fruit	3-phenylpropionaldehyde
strawberry	fruit	3-phenylpropionic_acid
strawberry	fruit	4-acetoxy-2,5-dimethyl-3(2h)-furanone
strawberry	fruit	4-hydroxy-2,5-dimethyl-3(2h)-furanone
strawberry	fruit	4-methylpentanoic_acid
strawberry	fruit	5-methylhexanoic_acid
strawberry	fruit	6-methyl-5-hepten-2-one
strawberry	fruit	a-phellandrene
strawberry	fruit	acetal
strawberry	fruit	acetaldehyde
strawberry	fruit	acetic_acid
strawberry	fruit	acetone
strawberry	fruit	alpha-terpineol
strawberry	fruit	amyl_butyrate
strawberry	fruit	amyl_formate
strawberry	fruit	amyl_hexanoate
strawberry	fruit	amyl_octanoate
strawberry	fruit	b-pinene
strawberry	fruit	benzoic_acid
strawberry	fruit	benzyl_alcohol
strawberry	fruit	benzyl_propionate
strawberry	fruit	butyl_butyrate
strawberry	fruit	butyl_formate
strawberry	fruit	butyl_propionate
strawberry	fruit	butyraldehyde
strawberry	fruit	carvyl_acetate
strawberry	fruit	cinnamic_acid
strawberry	fruit	cis-3-hexen-1-yl_acetate
strawberry	fruit	cis-3-hexenal
strawberry	fruit	cis-3-hexenyl_butyrate
strawberry	fruit	d,l-valine
strawberry	fruit	d-decalactone
strawberry	fruit	d-dodecalactone
strawberry	fruit	d-hexalactone
strawberry	fruit	d-octalactone
strawberry	fruit	d-sorbitol
strawberry	fruit	decanal
strawberry	fruit	decyl_acetate
strawberry	fruit	decyl_butyrate
strawberry	fruit	diacetyl
strawberry	fruit	ethyl_2-methylbutyrate
strawberry	fruit	ethyl_3-hydroxyhexanoate
strawberry	fruit	ethyl_5-hexenoate
strawberry	fruit	ethyl_acetoacetate
strawberry	fruit	ethyl_butyrate
strawberry	fruit	ethyl_crotonate
strawberry	fruit	ethyl_formate
strawberry	fruit	ethyl_heptanoate
strawberry	fruit	ethyl_isobutyrate
strawberry	fruit	ethyl_isovalerate
strawberry	fruit	ethyl_propionate
strawberry	fruit	ethyl_tiglate
strawberry	fruit	ethyl_trans-2-hexenoate
strawberry	fruit	ethyl_valerate
strawberry	fruit	eugenol
strawberry	fruit	formic_acid
strawberry	fruit	furfural
strawberry	fruit	g-decalactone
strawberry	fruit	g-dodecalactone
strawberry	fruit	g-hexalactone
strawberry	fruit	geraniol
strawberry	fruit	heptanoic_acid
strawberry	fruit	heptyl_alcohol
strawberry	fruit	heptyl_butyrate
strawberry	fruit	hexanal
strawberry	fruit	hexanoic_acid
strawberry	fruit	hexyl_2-methylbutyrate
strawberry	fruit	hexyl_acetate
strawberry	fruit	hexyl_alcohol
strawberry	fruit	hexyl_butyrate
strawberry	fruit	hexyl_formate
strawberry	fruit	hexyl_hexanoate
strawberry	fruit	hexyl_octanoate
strawberry	fruit	hydrogen_sulfide
strawberry	fruit	isoamyl_acetate
strawberry	fruit	isoamyl_alcohol
strawberry	fruit	isoamyl_butyrate
strawberry	fruit	isoamyl_formate
strawberry	fruit	isoamyl_hexanoate
strawberry	fruit	isoamyl_nonanoate
strawberry	fruit	isoamyl_octanoate
strawberry	fruit	isobutyl_acetate
strawberry	fruit	isobutyl_alcohol
strawberry	fruit	isobutyl_butyrate
strawberry	fruit	isobutyl_isobutyrate
strawberry	fruit	isobutyric_acid
strawberry	fruit	isopropyl_2-methylbutyrate
strawberry	fruit	isopropyl_acetate
strawberry	fruit	isopropyl_butyrate
strawberry	fruit	isopropyl_hexanoate
strawberry	fruit	isovaleric_acid
strawberry	fruit	lauric_acid
strawberry	fruit	lauric_aldehyde
strawberry	fruit	linalool
strawberry	fruit	linalyl_acetate
strawberry	fruit	methyl-2-methylbutyrate
strawberry	fruit	methyl-3-methylthiopropionate
strawberry	fruit	methyl-4-methylvalerate
strawberry	fruit	methyl_3-hydroxyhexanoate
strawberry	fruit	methyl_acetate
strawberry	fruit	methyl_anthranilate
strawberry	fruit	methyl_benzoate
strawberry	fruit	methyl_butyrate
strawberry	fruit	methyl_cinnamate
strawberry	fruit	methyl_disulfide
strawberry	fruit	methyl_heptanoate
strawberry	fruit	methyl_hexanoate
strawberry	fruit	methyl_isobutyrate
strawberry	fruit	methyl_isovalerate
strawberry	fruit	methyl_laurate
strawberry	fruit	methyl_linoleate_(48%)_methyl_linolenate_(52%)_mix-ture
strawberry	fruit	methyl_myristate
strawberry	fruit	methyl_octanoate
strawberry	fruit	methyl_phenylacetate
strawberry	fruit	methyl_propionate
strawberry	fruit	methyl_salicylate
strawberry	fruit	methyl_sulfide
strawberry	fruit	methyl_thiobutyrate
strawberry	fruit	methyl_valerate
strawberry	fruit	myrcene
strawberry	fruit	myristic_acid
strawberry	fruit	myrtenol
strawberry	fruit	n-butyl-2-methylbutyrate
strawberry	fruit	n-butyric_acid
strawberry	fruit	n-nonanal
strawberry	fruit	n-octanal
strawberry	fruit	nerol
strawberry	fruit	nonanoic_acid
strawberry	fruit	nonyl_alcohol
strawberry	fruit	octanoic_acid
strawberry	fruit	octyl_2-methylbutyrate
strawberry	fruit	octyl_butyrate
strawberry	fruit	octyl_propionate
strawberry	fruit	p-mentha-1,3-diene
strawberry	fruit	p-mentha-1,4-diene
strawberry	fruit	p-mentha-1,8-dien-7-ol
strawberry	fruit	palmitic_acid
strawberry	fruit	phenethyl_acetate
strawberry	fruit	phenethyl_alcohol
strawberry	fruit	phenethyl_butyrate
strawberry	fruit	phenol
strawberry	fruit	phenylacetaldehyde
strawberry	fruit	phenylacetic_acid
strawberry	fruit	phosphoric_acid
strawberry	fruit	propionaldehyde
strawberry	fruit	propyl_acetate
strawberry	fruit	propyl_alcohol
strawberry	fruit	s-methyl_thioacetate
strawberry	fruit	styrene
strawberry	fruit	terpinyl_acetate
strawberry	fruit	trans,_trans-2,4-hexadienal
strawberry	fruit	valeric_acid
strawberry	fruit	vanillin
strawberry	fruit	verbenol
strawberry_jam	fruit	(e)-2-octen-1-ol
strawberry_jam	fruit	2,5-dimethyl-4-methoxy-3(2h)-furanone
strawberry_jam	fruit	2-heptanol
strawberry_jam	fruit	2-heptanone
strawberry_jam	fruit	2-nonanone
strawberry_jam	fruit	3,7-dimethyl-1,3,6-octatriene
strawberry_jam	fruit	3-octanone
strawberry_jam	fruit	3-penten-2-one
strawberry_jam	fruit	4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one
strawberry_jam	fruit	4-hydroxy-2,5-dimethyl-3(2h)-furanone
strawberry_jam	fruit	4-methylpentanoic_acid
strawberry_jam	fruit	5-methylfurfural
strawberry_jam	fruit	cinnamyl_acetate
strawberry_jam	fruit	d-dodecalactone
strawberry_jam	fruit	d-hexalactone
strawberry_jam	fruit	ethyl_cinnamate
strawberry_jam	fruit	ethyl_hexanoate
strawberry_jam	fruit	g-nonalactone
strawberry_jam	fruit	g-valerolactone
strawberry_jam	fruit	hexyl_butyrate
strawberry_jam	fruit	hexyl_hexanoate
strawberry_jam	fruit	methyl_3-hydroxyhexanoate
strawberry_jam	fruit	methyl_cinnamate
strawberry_jam	fruit	methyl_salicylate
strawberry_jam	fruit	myristic_acid
strawberry_jam	fruit	n-butyric_acid
strawberry_juice	fruit	ethyl_2-methylbutyrate
strawberry_juice	fruit	methyl-2-methylbutyrate
strawberry_juice	fruit	methyl_isobutyrate
strawberry_oil	plant derivative	ethyl_isobutyrate
strawberry_wine	alcoholic beverage	2,5-dimethyl-4-methoxy-3(2h)-furanone
strawberry_wine	alcoholic beverage	diethyl_malate
strawberry_wine	alcoholic beverage	diethyl_malonate
strawberry_wine	alcoholic beverage	diethyl_succinate
strawberry_wine	alcoholic beverage	ethyl_cinnamate
strawberry_wine	alcoholic beverage	isoamyl_octanoate
sturgeon_caviar	fish/seafood	2,4-nonadienal
sturgeon_caviar	fish/seafood	2-heptenal
sturgeon_caviar	fish/seafood	2-nonanone
sturgeon_caviar	fish/seafood	2-nonenal
sturgeon_caviar	fish/seafood	2-octanone
sturgeon_caviar	fish/seafood	2-octenal
sturgeon_caviar	fish/seafood	2-pentanone
sturgeon_caviar	fish/seafood	2-pentenal
sturgeon_caviar	fish/seafood	4-[(2,6,6)-trimethyl-cyclohex-1-enyl]-but-2-en-4-one
sturgeon_caviar	fish/seafood	butylamine
sturgeon_caviar	fish/seafood	isobutyraldehyde
sturgeon_caviar	fish/seafood	isopentylamine
sturgeon_caviar	fish/seafood	lauric_aldehyde
sturgeon_caviar	fish/seafood	n-valeraldehyde
sturgeon_caviar	fish/seafood	piperidine
sturgeon_caviar	fish/seafood	propionaldehyde
sturgeon_caviar	fish/seafood	pyridine
sturgeon_caviar	fish/seafood	pyrrolidine
sturgeon_caviar	fish/seafood	trans,_trans-2,4-hexadienal
sturgeon_caviar	fish/seafood	trans,_trans-2,4-octadienal
sturgeon_caviar	fish/seafood	trimethylamine
sturgeon_caviar	fish/seafood	undecanal
sudachi	fruit	2,6-dimethyl-5-heptenal
sugarcane	plant	aconitic_acid
sugarcane	plant	pyruvic_acid
sumac	spice	tannic_acid
sumatra_benzoin	plant derivative	3-phenyl-1-propanol
sumatra_benzoin	plant derivative	3-phenylpropyl_cinnamate
sumatra_benzoin	plant derivative	benzyl_cinnamate
summer_savory	herb	4-(2,6,6-trimethyl-cyclohexa-1,3-dienyl)but-2-en-4-one
sunflower_oil	plant derivative	2,4-nonadienal
sweet_basil	herb	thujan-4-ol
sweet_grass_oil	plant derivative	(+/?)-(2,6,6-trimethyl-2-hydroxycyclohexylidene)_ace-tic_acid_g-lactone
sweet_grass_oil	plant derivative	2,6,10-trimethyl-2,6,10-pentadecatrien-14-one
sweet_grass_oil	plant derivative	2,6,6-trimethylcyclohexa-1,3-dienyl_methanal
sweet_grass_oil	plant derivative	2-octenal
sweet_grass_oil	plant derivative	3-hexanol
sweet_grass_oil	plant derivative	5-hydroxy-2-decenoic_acid_d-lactone
sweet_grass_oil	plant derivative	9,12-octadecadienoic_acid_(48%)_plus_9,12,15-octadeca-_trienoinc_acid_(52%)_(methyl_esters)
sweet_grass_oil	plant derivative	g-nonalactone
sweet_grass_oil	plant derivative	isophorone
sweet_grass_oil	plant derivative	menthone
sweet_grass_oil	plant derivative	methyl_salicylate
sweet_grass_oil	plant derivative	myristic_acid
sweet_grass_oil	plant derivative	n-nonanal
sweet_grass_oil	plant derivative	p,a,a-trimethylbenzyl_alcohol
sweet_grass_oil	plant derivative	palmitic_acid
sweet_grass_oil	plant derivative	phenylacetaldehyde
sweet_grass_oil	plant derivative	pulegone
sweet_grass_oil	plant derivative	thymol
sweet_potato	vegetable	2,3-pentanedione
sweet_potato	vegetable	2-methyltetrahydrofuran-3-one
sweet_potato	vegetable	2-pentylfuran
sweet_potato	vegetable	5-methylfurfural
sweet_potato	vegetable	b-ionone
sweet_potato	vegetable	n-nonanal
sweet_potato	vegetable	n-octanal
sweet_potato	vegetable	phenylacetaldehyde
sweetfish	fish/seafood	(e,e)-3,5-octadien-2-one
sweetfish	fish/seafood	1-octanol
sweetfish	fish/seafood	1-octen-3-ol
sweetfish	fish/seafood	1-octen-3-one
sweetfish	fish/seafood	1-penten-3-ol
sweetfish	fish/seafood	1-penten-3-one
sweetfish	fish/seafood	2,3,5-trithiahexane
sweetfish	fish/seafood	2,3-octanedione
sweetfish	fish/seafood	2,4-nonadienal
sweetfish	fish/seafood	2-heptanone
sweetfish	fish/seafood	2-hexenal
sweetfish	fish/seafood	2-methyl-2-pentenal
sweetfish	fish/seafood	2-methylbutyraldehyde
sweetfish	fish/seafood	2-nonenal
sweetfish	fish/seafood	2-octenal
sweetfish	fish/seafood	2-pentylfuran
sweetfish	fish/seafood	2-undecenal
sweetfish	fish/seafood	3-heptanone
sweetfish	fish/seafood	3-hexen-1-ol
sweetfish	fish/seafood	3-methylbutyraldehyde
sweetfish	fish/seafood	3-octanol
sweetfish	fish/seafood	3-octanone
sweetfish	fish/seafood	3-octen-2-one
sweetfish	fish/seafood	4-methylpentanoic_acid
sweetfish	fish/seafood	bis-(methylthio)methane
sweetfish	fish/seafood	butylamine
sweetfish	fish/seafood	cis-6-nonenal
sweetfish	fish/seafood	d,l-methionine
sweetfish	fish/seafood	disodium_5'-inosinate
sweetfish	fish/seafood	heptanoic_acid
sweetfish	fish/seafood	hexanoic_acid
sweetfish	fish/seafood	indole
sweetfish	fish/seafood	isoamyl_alcohol
sweetfish	fish/seafood	isobutyl_alcohol
sweetfish	fish/seafood	isobutyric_acid
sweetfish	fish/seafood	isovaleric_acid
sweetfish	fish/seafood	l-lysine
sweetfish	fish/seafood	lauric_acid
sweetfish	fish/seafood	methyl_disulfide
sweetfish	fish/seafood	methyl_mercaptan
sweetfish	fish/seafood	methyl_sulfide
sweetfish	fish/seafood	methyl_thiobutyrate
sweetfish	fish/seafood	myristic_acid
sweetfish	fish/seafood	n-nonanal
sweetfish	fish/seafood	n-octanal
sweetfish	fish/seafood	n-valeraldehyde
sweetfish	fish/seafood	nona-2-trans,-6-cis-dienal
sweetfish	fish/seafood	octanoic_acid
sweetfish	fish/seafood	phenol
sweetfish	fish/seafood	propionic_acid
sweetfish	fish/seafood	propyl_alcohol
sweetfish	fish/seafood	pyrrolidine
sweetfish	fish/seafood	s-methyl_3-methylbutanethioate
sweetfish	fish/seafood	s-methyl_4-methylpentanethioate
sweetfish	fish/seafood	s-methyl_hexanethioate
sweetfish	fish/seafood	s-methyl_thioacetate
sweetfish	fish/seafood	styrene
sweetfish	fish/seafood	taurine
sweetfish	fish/seafood	trans,_trans-2,4-hexadienal
sweetfish	fish/seafood	trans,_trans-2,4-octadienal
sweetfish	fish/seafood	trimethylamine
sweetfish	fish/seafood	undecanal
sweetfish	fish/seafood	valeric_acid
sweetfish	fish/seafood	vanillin
sweetfish	fish/seafood	vanillin,_natural
swiss_cheese	dairy	(z)-4-hydroxy-6-dodecenoic_acid_lactone
swiss_cheese	dairy	1-decanol
swiss_cheese	dairy	1-octanol
swiss_cheese	dairy	1-octen-3-ol
swiss_cheese	dairy	2,3,5,6-tetramethylpyrazine
swiss_cheese	dairy	2,3,5-trimethylpyrazine
swiss_cheese	dairy	2,3,5-trithiahexane
swiss_cheese	dairy	2,3-dimethylpyrazine
swiss_cheese	dairy	2,5-dimethylpyrazine
swiss_cheese	dairy	2,6-dimethylpyrazine
swiss_cheese	dairy	2,6-dimethylpyridine
swiss_cheese	dairy	2-butanone
swiss_cheese	dairy	2-ethyl-4-hydroxy-5-methyl-3(2h)-furanone
swiss_cheese	dairy	2-ethyl-5-methylpyrazine
swiss_cheese	dairy	2-heptanol
swiss_cheese	dairy	2-heptanone
swiss_cheese	dairy	2-hydroxybenzoic_acid
swiss_cheese	dairy	2-methoxy-3-(1-methylpropyl)pyrazine
swiss_cheese	dairy	2-methyl-3-butenal
swiss_cheese	dairy	2-methyl-5-vinylpyrazine
swiss_cheese	dairy	2-methylbutyraldehyde
swiss_cheese	dairy	2-methylbutyric_acid
swiss_cheese	dairy	2-methylpyrazine
swiss_cheese	dairy	2-methylvaleric_acid
swiss_cheese	dairy	2-nonanol
swiss_cheese	dairy	2-nonanone
swiss_cheese	dairy	2-octanol
swiss_cheese	dairy	2-octanone
swiss_cheese	dairy	2-pentadecanone
swiss_cheese	dairy	2-pentanol
swiss_cheese	dairy	2-pentanone
swiss_cheese	dairy	2-tridecanone
swiss_cheese	dairy	3-(methylthio)_propionaldehyde
swiss_cheese	dairy	3-(methylthio)propanol
swiss_cheese	dairy	3-hydroxy-2-pentanone
swiss_cheese	dairy	3-methyl-1-pentanol
swiss_cheese	dairy	3-methyl-2-butanol
swiss_cheese	dairy	3-methylbutyraldehyde
swiss_cheese	dairy	3-octanone
swiss_cheese	dairy	4-hydroxy-2,5-dimethyl-3(2h)-furanone
swiss_cheese	dairy	4-hydroxybenzaldehyde
swiss_cheese	dairy	4-hydroxybenzoic_acid
swiss_cheese	dairy	4-methyl-2-oxopentanoic_acid
swiss_cheese	dairy	4-methyl-2-pentanone
swiss_cheese	dairy	4-methylpentanoic_acid
swiss_cheese	dairy	5-_and_6-decenoic_acid
swiss_cheese	dairy	9,12-octadecadienoic_acid_(48%)_plus_9,12,15-octadeca-_trienoinc_acid_(52%)_(methyl_esters)
swiss_cheese	dairy	a-methylbenzyl_alcohol
swiss_cheese	dairy	acetic_acid
swiss_cheese	dairy	acetoin
swiss_cheese	dairy	b-pinene
swiss_cheese	dairy	butyl_alcohol
swiss_cheese	dairy	butyl_isobutyrate
swiss_cheese	dairy	butyl_isovalerate
swiss_cheese	dairy	butylamine
swiss_cheese	dairy	d,l-valine
swiss_cheese	dairy	d-decalactone
swiss_cheese	dairy	d-dodecalactone
swiss_cheese	dairy	d-octalactone
swiss_cheese	dairy	decanal
swiss_cheese	dairy	decanoic_acid
swiss_cheese	dairy	diacetyl
swiss_cheese	dairy	dimethyl_trisulfide
swiss_cheese	dairy	dl-phenylalanine
swiss_cheese	dairy	ethyl_2-methylbutyrate
swiss_cheese	dairy	ethyl_3-methylpentanoate
swiss_cheese	dairy	ethyl_acetate
swiss_cheese	dairy	ethyl_butyrate
swiss_cheese	dairy	ethyl_formate
swiss_cheese	dairy	ethyl_heptanoate
swiss_cheese	dairy	ethyl_hexanoate
swiss_cheese	dairy	ethyl_isovalerate
swiss_cheese	dairy	ethyl_laurate
swiss_cheese	dairy	ethyl_methyl_disulfide
swiss_cheese	dairy	ethyl_octanoate
swiss_cheese	dairy	ethyl_propionate
swiss_cheese	dairy	ethyl_valerate
swiss_cheese	dairy	formic_acid
swiss_cheese	dairy	furfuryl_alcohol
swiss_cheese	dairy	g-decalactone
swiss_cheese	dairy	g-dodecalactone
swiss_cheese	dairy	g-hexalactone
swiss_cheese	dairy	g-valerolactone
swiss_cheese	dairy	heptanoic_acid
swiss_cheese	dairy	heptyl_alcohol
swiss_cheese	dairy	hexanoic_acid
